Date,Symbol,Series,Prev_Close,Open,High,Low,Last,Close,Vwap,Volume,Turnover,Trades,Deliverable_Volume,%Deliverble,Price_Change,Percentage_Change,Daily_Return
2015-07-16,TCS,EQ,2545.75,2543.7,2558.85,2526.6,2534.9,2540.2,2543.54,728304,185246930105000.0,58974,449458,0.6171,-3.5,-0.13759484215905965,-0.00218010409506042
2015-07-17,TCS,EQ,2540.2,2546.8,2570.1,2543.3,2563.25,2564.4,2558.02,535263,136921246255000.0,39534,299824,0.5601,17.59999999999991,0.6910632951154354,0.009526808912684093
2015-07-20,TCS,EQ,2564.4,2564.0,2583.9,2551.9,2579.95,2579.15,2571.54,426893,109777396755000.0,38037,243186,0.5697,15.150000000000091,0.5908736349454013,0.00575183278739666
2015-07-21,TCS,EQ,2579.15,2576.0,2600.35,2555.1,2561.7,2561.4,2574.93,637250,164087481180000.0,52304,399441,0.6268,-14.599999999999909,-0.5667701863354002,-0.006882112323827627
2015-07-22,TCS,EQ,2561.4,2561.0,2569.0,2521.05,2530.9,2528.05,2532.4,660314,167218024840000.0,44395,450257,0.6819,-32.94999999999982,-1.2866067942210002,-0.013020223315374335
2015-07-23,TCS,EQ,2528.05,2517.5,2537.85,2483.0,2492.05,2488.6,2505.27,748390,187491648540000.0,34659,491798,0.6570999999999999,-28.90000000000009,-1.1479642502482659,-0.01560491287751442
2015-07-24,TCS,EQ,2488.6,2497.5,2516.5,2492.1,2507.1,2505.15,2506.09,787486,197350844460000.0,38528,512154,0.6504000000000001,7.650000000000091,0.30630630630630995,0.006650325484208075
2015-07-27,TCS,EQ,2505.15,2488.0,2505.0,2481.15,2501.15,2497.05,2496.91,1001869,250157842365000.0,65507,798854,0.7974,9.050000000000182,0.3637459807074028,-0.003233339320998674
2015-07-28,TCS,EQ,2497.05,2499.5,2519.0,2492.15,2509.7,2502.05,2509.48,945594,237294797575000.0,48484,759857,0.8036,2.550000000000182,0.10202040408082344,0.002002362788089851
2015-07-29,TCS,EQ,2502.05,2511.0,2515.05,2483.5,2515.0,2506.75,2501.68,1206659,301867154530000.0,85826,966402,0.8009000000000001,-4.25,-0.16925527678215851,0.001878459663076315
2015-07-30,TCS,EQ,2506.75,2516.05,2516.8,2472.8,2472.8,2480.65,2490.3,1385287,344978285045000.0,77684,1230247,0.8881,-35.40000000000009,-1.406967270125796,-0.010411887902662786
2015-07-31,TCS,EQ,2480.65,2489.9,2519.0,2487.0,2511.45,2510.75,2502.23,981888,245690701980000.03,67496,675985,0.6885,20.84999999999991,0.8373830274308168,0.012133916513817011
2015-08-03,TCS,EQ,2510.75,2503.4,2525.0,2500.9,2508.0,2509.6,2514.14,589662,148249201475000.0,50976,404877,0.6866,6.199999999999818,0.24766317807780688,-0.0004580304689834058
2015-08-04,TCS,EQ,2509.6,2510.4,2523.0,2486.0,2510.0,2508.9,2500.32,1171346,292873711380000.0,82052,973725,0.8312999999999999,-1.5,-0.05975143403441683,-0.00027892891297409683
2015-08-05,TCS,EQ,2508.9,2520.0,2550.0,2511.0,2544.55,2547.15,2539.25,494497,125565200155000.0,46758,339571,0.6867,27.15000000000009,1.077380952380956,0.015245725218223205
2015-08-06,TCS,EQ,2547.15,2565.0,2583.0,2550.1,2569.3,2573.3,2566.25,1105683,283746097370000.0,67097,888664,0.8037000000000001,8.300000000000182,0.3235867446393833,0.010266376145888545
2015-08-07,TCS,EQ,2573.3,2573.0,2573.0,2547.0,2559.0,2552.05,2558.6,594253,152045796810000.0,51065,457333,0.7696,-20.949999999999818,-0.8142246404974667,-0.008257878988069844
2015-08-10,TCS,EQ,2552.05,2572.0,2589.0,2556.6,2575.0,2572.1,2576.47,715591,184370154265000.0,45499,563414,0.7873000000000001,0.09999999999990905,0.0038880248833557175,0.007856429145196797
2015-08-11,TCS,EQ,2572.1,2578.0,2610.0,2542.1,2600.8,2604.2,2595.57,1100153,285552687690000.0,60746,777937,0.7071,26.199999999999818,1.0162916989914592,0.012480074647175377
2015-08-12,TCS,EQ,2604.2,2603.1,2691.4,2602.0,2670.0,2671.7,2658.48,1739892,462546014315000.0,116770,1317431,0.7572,68.59999999999991,2.635319426837229,0.02591966822824676
2015-08-13,TCS,EQ,2671.7,2670.0,2684.0,2556.0,2638.35,2635.6,2652.19,703213,186505713810000.0,47820,460590,0.655,-34.40000000000009,-1.2883895131086176,-0.013511996107347324
2015-08-14,TCS,EQ,2635.6,2638.0,2719.35,2637.1,2692.05,2703.2,2688.81,1146982,308401606740000.0,82195,766818,0.6686,65.19999999999982,2.471569370735399,0.025648808620427843
2015-08-17,TCS,EQ,2703.2,2690.1,2696.8,2655.0,2685.9,2684.75,2673.6,386822,103420779720000.0,30502,206955,0.535,-5.349999999999909,-0.1988773651537084,-0.0068252441550753495
2015-08-18,TCS,EQ,2684.75,2706.9,2749.9,2690.0,2745.95,2740.9,2736.66,958463,262298463255000.03,100314,623865,0.6509,34.0,1.2560493553511398,0.02091442406183064
2015-08-19,TCS,EQ,2740.9,2750.0,2752.85,2721.9,2727.0,2733.6,2739.06,845035,231460037350000.0,90389,588336,0.6962,-16.40000000000009,-0.5963636363636396,-0.002663358750775391
2015-08-20,TCS,EQ,2733.6,2745.0,2745.0,2672.0,2686.5,2686.85,2702.74,1174649,317477177120000.0,105196,842334,0.7171,-58.15000000000009,-2.1183970856102037,-0.017101990049751215
2015-08-21,TCS,EQ,2686.85,2712.0,2729.9,2655.1,2671.0,2676.15,2684.3,1768040,474594336130000.0,113746,1315006,0.7438,-35.84999999999991,-1.3219026548672532,-0.003982358523922036
2015-08-24,TCS,EQ,2676.15,2639.0,2645.0,2569.1,2586.0,2578.65,2599.95,2346172,609992831760000.0,98288,1766434,0.7529000000000001,-60.34999999999991,-2.2868510799545247,-0.036432935373577724
2015-08-25,TCS,EQ,2578.65,2587.9,2622.0,2535.5,2564.8,2567.15,2574.64,1962900,505375128475000.0,90437,1340952,0.6831,-20.75,-0.8018084160902663,-0.0044596979039419615
2015-08-26,TCS,EQ,2567.15,2558.05,2639.0,2511.95,2579.8,2576.75,2591.93,1608079,416803329530000.0,92978,1139025,0.7083,18.699999999999818,0.7310255858954993,0.003739555538242678
2015-08-27,TCS,EQ,2576.75,2614.9,2614.9,2545.8,2567.0,2574.65,2572.91,2632399,677291640590000.0,126702,2065390,0.7846,-40.25,-1.5392558032811963,-0.0008149801106044352
2015-08-28,TCS,EQ,2574.65,2609.0,2609.0,2557.7,2563.1,2570.85,2581.92,1372076,354258511895000.0,102566,1063723,0.7753,-38.15000000000009,-1.462246071291686,-0.0014759287670169652
2015-08-31,TCS,EQ,2570.85,2590.0,2590.0,2531.05,2575.0,2564.05,2566.03,1846022,473694451870000.0,109961,1434044,0.7768,-25.949999999999818,-1.001930501930495,-0.002645039578349495
2015-09-01,TCS,EQ,2564.05,2556.0,2611.2,2530.0,2533.2,2537.4,2574.5,1493801,384578953050000.0,96695,981661,0.6572,-18.59999999999991,-0.7276995305164283,-0.010393713071118027
2015-09-02,TCS,EQ,2537.4,2559.7,2620.45,2548.0,2600.0,2591.8,2595.11,1882975,488652294545000.0,114103,1263275,0.6709,32.100000000000364,1.2540532093604861,0.021439268542602807
2015-09-03,TCS,EQ,2591.8,2596.1,2615.0,2576.25,2606.0,2605.6,2594.76,1132537,293865969020000.0,91703,745864,0.6586,9.5,0.36593351565810256,0.005324484913959315
2015-09-04,TCS,EQ,2605.6,2611.4,2614.9,2539.15,2544.0,2547.45,2568.96,1213198,311665198535000.0,124154,800848,0.6601,-63.95000000000027,-2.448877996476996,-0.02231731654897151
2015-09-07,TCS,EQ,2547.45,2553.0,2559.95,2532.7,2539.6,2539.75,2546.5,879592,223988315980000.03,73248,638480,0.7259000000000001,-13.25,-0.5189972581276929,-0.0030226304736108434
2015-09-08,TCS,EQ,2539.75,2545.0,2564.1,2523.5,2540.3,2540.3,2540.52,893873,227089993095000.0,64944,616912,0.6901999999999999,-4.699999999999818,-0.1846758349705233,0.0002165567477114827
2015-09-09,TCS,EQ,2540.3,2562.95,2574.0,2544.0,2551.0,2549.75,2558.04,1022538,261569201425000.0,62654,625155,0.6114,-13.199999999999818,-0.5150315066622376,0.0037200330669604487
2015-09-10,TCS,EQ,2549.75,2542.0,2578.5,2527.0,2550.0,2545.4,2553.83,1332909,340401963810000.0,96715,916263,0.6874,3.400000000000091,0.13375295043273372,-0.001706049612707039
2015-09-11,TCS,EQ,2545.4,2546.5,2568.4,2540.6,2549.8,2552.0,2553.59,796336,203351663785000.0,60997,560414,0.7037000000000001,5.5,0.21598272138228944,0.0025929127052721768
2015-09-14,TCS,EQ,2552.0,2565.0,2565.0,2543.0,2548.0,2551.65,2552.98,794659,202875015155000.0,57713,577291,0.7265,-13.349999999999909,-0.5204678362573064,-0.00013714733542313784
2015-09-15,TCS,EQ,2551.65,2551.65,2558.9,2536.0,2537.25,2547.6,2548.86,689950,175858396195000.0,64604,485074,0.7031000000000001,-4.050000000000182,-0.1587208276997308,-0.0015872082769973206
2015-09-16,TCS,EQ,2547.6,2555.0,2565.0,2541.05,2548.0,2550.35,2553.8,878408,224327605165000.0,69451,634884,0.7228,-4.650000000000091,-0.18199608610567872,0.0010794473229707169
2015-09-18,TCS,EQ,2550.35,2565.0,2586.0,2539.0,2545.0,2551.25,2565.18,1227647,314914130585000.0,70579,870927,0.7094,-13.75,-0.5360623781676412,0.00035289274021210737
2015-09-21,TCS,EQ,2551.25,2550.0,2557.1,2533.2,2555.65,2551.05,2545.78,554420,141142975740000.0,59635,370607,0.6685,1.050000000000182,0.04117647058824243,-7.839294463496405e-05
2015-09-22,TCS,EQ,2551.05,2557.5,2572.4,2490.0,2522.55,2526.8,2545.14,1040623,264853628415000.0,72612,671655,0.6454000000000001,-30.699999999999818,-1.2003910068426127,-0.009505889731679096
2015-09-23,TCS,EQ,2526.8,2534.3,2557.75,2512.6,2534.6,2532.65,2533.36,614176,155593159675000.0,37626,345011,0.5617,-1.650000000000091,-0.06510673558773984,0.002315181256925758
2015-09-24,TCS,EQ,2532.65,2535.5,2590.0,2529.9,2579.0,2580.4,2561.8,1177127,301556264485000.0,71506,824902,0.7008,44.90000000000009,1.7708538749753537,0.01885376976684494
2015-09-28,TCS,EQ,2580.4,2594.0,2619.0,2579.5,2600.0,2593.7,2603.35,1183406,308082083395000.0,77392,894029,0.7555,-0.3000000000001819,-0.011565150346961522,0.0051542396527668455
2015-09-29,TCS,EQ,2593.7,2583.35,2634.0,2569.85,2592.0,2588.25,2603.73,1662976,432994617065000.0,103754,1244496,0.7484000000000001,4.900000000000091,0.18967619563745103,-0.002101245325211054
2015-09-30,TCS,EQ,2588.25,2643.7,2643.7,2570.95,2585.0,2588.05,2585.98,1684168,435522706805000.0,81073,1273762,0.7563,-55.649999999999636,-2.1050043499640516,-7.727228822551613e-05
2015-10-01,TCS,EQ,2588.05,2599.0,2649.95,2592.2,2641.1,2644.6,2630.47,1417204,372791411480000.0,94874,1002629,0.7075,45.59999999999991,1.75452096960369,0.021850427928362892
2015-10-05,TCS,EQ,2644.6,2652.7,2770.0,2652.7,2719.9,2711.65,2711.39,2403653,651724834320000.0,146358,1616394,0.6725,58.95000000000027,2.222264108267059,0.025353550631475485
2015-10-06,TCS,EQ,2711.65,2725.0,2726.0,2684.0,2686.2,2700.0,2704.9,1989795,538218936520000.0,96553,1635016,0.8217,-25.0,-0.9174311926605505,-0.004296277174414165
2015-10-07,TCS,EQ,2700.0,2693.95,2717.0,2646.95,2655.0,2653.95,2677.99,1032765,276573077340000.0,102318,683381,0.6617000000000001,-40.0,-1.4848085524972625,-0.0170555555555556
2015-10-08,TCS,EQ,2653.95,2670.0,2678.35,2620.0,2631.9,2633.8,2642.62,1178775,311504944130000.0,102041,865714,0.7343999999999999,-36.19999999999982,-1.355805243445686,-0.007592456527063307
2015-10-09,TCS,EQ,2633.8,2650.5,2650.6,2608.0,2630.0,2629.65,2628.83,1124862,295707334525000.0,68120,837088,0.7442000000000001,-20.84999999999991,-0.7866440294284063,-0.001575670134406626
2015-10-12,TCS,EQ,2629.65,2655.0,2660.35,2587.0,2597.7,2592.6,2612.17,1227956,320762545435000.0,84883,675044,0.5497,-62.40000000000009,-2.3502824858757094,-0.014089327477040725
2015-10-13,TCS,EQ,2592.6,2602.8,2612.0,2567.6,2586.85,2598.55,2589.61,3089856,800153587760000.0,129714,1303446,0.4218,-4.25,-0.1632856923313355,0.002294993442875981
2015-10-14,TCS,EQ,2598.55,2548.0,2548.0,2480.0,2480.9,2483.7,2502.59,4168564,1043222048030000.0,175646,2297432,0.5511,-64.30000000000018,-2.523547880690745,-0.044197725654692155
2015-10-15,TCS,EQ,2483.7,2490.0,2503.5,2465.0,2468.8,2467.75,2478.15,1607855,398451186685000.0,107563,1101822,0.6853,-22.25,-0.8935742971887549,-0.006421870596287738
2015-10-16,TCS,EQ,2467.75,2480.9,2492.0,2470.0,2472.0,2473.75,2477.86,1166914,289145171010000.0,68190,791055,0.6779000000000001,-7.150000000000091,-0.28820186222742117,0.0024313646033835568
2015-10-19,TCS,EQ,2473.75,2490.0,2494.95,2455.85,2493.95,2488.75,2473.9,1565321,387244983110000.0,55224,1047364,0.6691,-1.25,-0.0502008032128514,0.006063668519454168
2015-10-20,TCS,EQ,2488.75,2496.25,2530.0,2495.6,2523.2,2526.75,2520.95,1347542,339708985545000.0,60572,942992,0.6998000000000001,30.5,1.2218327491236856,0.01526870919136103
2015-10-21,TCS,EQ,2526.75,2535.0,2542.0,2522.25,2526.0,2530.0,2532.48,964844,244344915855000.03,80004,691629,0.7168000000000001,-5.0,-0.19723865877712032,0.0012862372613040574
2015-10-23,TCS,EQ,2530.0,2548.0,2548.0,2527.3,2536.95,2537.15,2534.65,1167699,295971346590000.0,39962,862305,0.7384999999999999,-10.849999999999909,-0.4258241758241722,0.002826086956521756
2015-10-26,TCS,EQ,2537.15,2549.0,2549.0,2515.1,2540.0,2536.55,2530.16,707315,178962175530000.0,58521,469883,0.6643000000000001,-12.449999999999818,-0.4884268340525625,-0.00023648582070434632
2015-10-27,TCS,EQ,2536.55,2530.05,2544.9,2520.35,2528.9,2531.1,2531.42,765210,193706744275000.0,47064,541265,0.7073,1.0499999999997272,0.04150115610362353,-0.0021485876485779487
2015-10-28,TCS,EQ,2531.1,2510.05,2533.55,2510.05,2528.0,2529.1,2524.11,627671,158431178780000.0,43535,444506,0.7081999999999999,19.049999999999727,0.7589490249198113,-0.0007901702816957012
2015-10-29,TCS,EQ,2529.1,2533.55,2535.4,2490.05,2496.0,2495.35,2500.06,1565158,391298645560000.0,61541,1065888,0.6809999999999999,-38.20000000000027,-1.5077657831896063,-0.01334466806373813
2015-10-30,TCS,EQ,2495.35,2500.0,2511.9,2485.0,2500.0,2495.2,2495.93,758348,189278696745000.0,41071,519557,0.6851,-4.800000000000182,-0.19200000000000728,-6.0111807962837105e-05
2015-11-02,TCS,EQ,2495.2,2500.0,2522.8,2487.55,2518.0,2517.35,2507.96,659647,165436876290000.0,48056,480522,0.7284999999999999,17.34999999999991,0.6939999999999964,0.00887704392433486
2015-11-03,TCS,EQ,2517.35,2528.0,2547.8,2518.5,2538.85,2543.45,2536.88,682453,173130298455000.0,39895,502388,0.7362000000000001,15.449999999999818,0.611155063291132,0.010368045762408906
2015-11-04,TCS,EQ,2543.45,2545.0,2547.2,2520.0,2526.75,2533.8,2532.27,495717,125528959109999.98,41282,284406,0.5737,-11.199999999999818,-0.44007858546168244,-0.003794059250230797
2015-11-05,TCS,EQ,2533.8,2530.8,2534.95,2480.0,2485.0,2482.65,2496.94,798049,199267674145000.0,38722,556372,0.6972,-48.15000000000009,-1.9025604551920376,-0.020187070802746843
2015-11-06,TCS,EQ,2482.65,2492.0,2518.25,2483.45,2505.2,2505.75,2507.54,454012,113845260605000.0,26028,298424,0.6573000000000001,13.75,0.5517656500802568,0.009304573741767852
2015-11-09,TCS,EQ,2505.75,2495.0,2502.75,2468.6,2474.0,2471.35,2477.88,1010778,250458950850000.0,42927,819330,0.8106,-23.65000000000009,-0.94789579158317,-0.01372842462336632
2015-11-10,TCS,EQ,2471.35,2472.95,2477.0,2450.0,2455.0,2458.15,2463.3,680960,167740779595000.0,53282,479205,0.7037000000000001,-14.799999999999727,-0.5984755049636964,-0.005341210269690588
2015-11-11,TCS,EQ,2458.15,2475.0,2475.0,2450.0,2472.0,2468.8,2467.45,67582,16675497755000.002,5197,34003,0.5031,-6.199999999999818,-0.2505050505050432,0.004332526493501243
2015-11-13,TCS,EQ,2468.8,2438.05,2438.05,2386.55,2396.0,2397.4,2405.31,1371616,329915530345000.0,77174,958618,0.6989,-40.65000000000009,-1.6673160927790687,-0.028920933246921576
2015-11-16,TCS,EQ,2397.4,2390.0,2390.0,2356.0,2376.0,2374.6,2371.62,1021764,242323759710000.0,67518,701532,0.6866,-15.400000000000091,-0.6443514644351502,-0.009510302828063866
2015-11-17,TCS,EQ,2374.6,2380.5,2398.45,2375.0,2390.0,2390.55,2385.85,992514,236798902785000.0,58593,755518,0.7612000000000001,10.050000000000182,0.4221802142407134,0.006716920744546551
2015-11-18,TCS,EQ,2390.55,2388.9,2388.9,2346.0,2349.65,2351.45,2358.29,760176,179271701600000.0,43678,506662,0.6665000000000001,-37.45000000000027,-1.5676671271296527,-0.01635606868712236
2015-11-19,TCS,EQ,2351.45,2365.35,2381.6,2352.0,2367.0,2362.55,2366.14,933453,220868074955000.03,55764,632570,0.6777,-2.799999999999727,-0.11837571606737808,0.0047204916115590745
2015-11-20,TCS,EQ,2362.55,2366.5,2423.55,2361.95,2394.5,2398.35,2403.22,1006063,241779041840000.0,60130,575994,0.5725,31.84999999999991,1.3458694274244627,0.01515311845251932
2015-11-23,TCS,EQ,2398.35,2405.3,2413.4,2382.25,2389.3,2391.05,2397.62,544041,130440539184999.98,42359,351815,0.6467,-14.25,-0.5924416912651228,-0.0030437592511517453
2015-11-24,TCS,EQ,2391.05,2380.05,2392.45,2365.5,2366.0,2367.95,2378.62,499320,118769459609999.98,35776,342427,0.6858,-12.100000000000364,-0.5083926808260483,-0.009661027582024806
2015-11-26,TCS,EQ,2367.95,2377.9,2382.4,2337.85,2346.0,2345.55,2355.52,1457646,343350889610000.0,77452,969589,0.6652,-32.34999999999991,-1.3604440893225076,-0.009459659198884918
2015-11-27,TCS,EQ,2345.55,2348.0,2359.45,2332.5,2354.95,2353.35,2348.7,868603,204008616375000.0,62719,518858,0.5972999999999999,5.349999999999909,0.2278534923338973,0.0033254460574276834
2015-11-30,TCS,EQ,2353.35,2365.0,2391.25,2350.15,2373.55,2364.7,2365.21,2050024,484874478220000.0,85439,1102521,0.5378000000000001,-0.3000000000001819,-0.012684989429183167,0.004822912019036618
2015-12-01,TCS,EQ,2364.7,2362.9,2378.05,2357.05,2359.75,2361.9,2363.85,860997,203526711000000.0,51511,672976,0.7816,-1.0,-0.04232087688856913,-0.0011840825474689343
2015-12-02,TCS,EQ,2361.9,2378.0,2378.1,2346.5,2367.0,2365.2,2362.86,820148,193789603975000.0,38694,580713,0.7081000000000001,-12.800000000000182,-0.5382674516400412,0.0013971802362504615
2015-12-03,TCS,EQ,2365.2,2360.0,2373.0,2347.0,2350.0,2350.75,2356.59,1141679,269046759875000.0,41715,765969,0.6709,-9.25,-0.39194915254237284,-0.006109419922205261
2015-12-04,TCS,EQ,2350.75,2340.0,2347.3,2321.1,2330.0,2328.4,2330.08,623046,145174734845000.0,32999,426970,0.6853,-11.599999999999909,-0.49572649572649186,-0.009507603956184107
2015-12-07,TCS,EQ,2328.4,2332.2,2343.9,2315.25,2321.0,2319.8,2322.27,691302,160539041210000.0,52150,487587,0.7053,-12.399999999999636,-0.5316868193122218,-0.0036935234495790725
2015-12-08,TCS,EQ,2319.8,2319.4,2349.0,2317.3,2326.25,2329.0,2332.95,569982,132973919555000.0,47957,336913,0.5911,9.599999999999909,0.41390014658963137,0.00396585912578673
2015-12-09,TCS,EQ,2329.0,2337.9,2372.8,2320.0,2370.0,2367.65,2361.23,2641403,623695383025000.0,59592,1365071,0.5168,29.75,1.272509517087985,0.01659510519536278
2015-12-10,TCS,EQ,2367.65,2369.0,2391.2,2352.0,2380.95,2384.55,2374.82,861994,204708426650000.0,52429,556996,0.6462000000000001,15.550000000000182,0.656395103419172,0.007137879331826857
2015-12-11,TCS,EQ,2384.55,2383.0,2391.95,2363.25,2383.15,2386.0,2384.13,826189,196974581820000.0,53651,598804,0.7248,3.0,0.1258917331095258,0.0006080811893227622
2015-12-14,TCS,EQ,2386.0,2335.2,2387.0,2330.6,2375.0,2378.45,2364.84,1359266,321444335375000.0,58637,758806,0.5582,43.25,1.852089756766016,-0.003164291701592714
2015-12-15,TCS,EQ,2378.45,2378.45,2385.0,2363.05,2379.5,2375.85,2375.03,567934,134885915130000.0,52585,421587,0.7423000000000001,-2.599999999999909,-0.10931488994933294,-0.0010931488994933014
2015-12-16,TCS,EQ,2375.85,2384.0,2414.5,2384.0,2407.5,2408.4,2402.07,717967,172460935580000.0,48074,494205,0.6883,24.40000000000009,1.02348993288591,0.013700359871203993
2015-12-17,TCS,EQ,2408.4,2415.0,2445.0,2393.35,2434.1,2439.75,2418.57,809422,195764707825000.0,46818,569320,0.7034,24.75,1.0248447204968945,0.013016940707523572
2015-12-18,TCS,EQ,2439.75,2420.0,2434.2,2400.65,2409.8,2416.8,2416.02,1512485,365419788625000.0,47644,1052042,0.6956,-3.199999999999818,-0.13223140495867017,-0.009406701506301851
2015-12-21,TCS,EQ,2416.8,2419.95,2450.0,2406.85,2443.0,2446.4,2428.4,805052,195498897035000.0,41004,425890,0.529,26.450000000000273,1.0929977892105323,0.012247600132406555
2015-12-22,TCS,EQ,2446.4,2440.0,2440.0,2400.0,2407.0,2405.05,2413.33,780429,188343036260000.0,30995,476137,0.6101,-34.94999999999982,-1.4323770491803203,-0.016902387181164102
2015-12-23,TCS,EQ,2405.05,2415.0,2435.0,2410.55,2418.8,2425.8,2425.06,424917,103044935060000.0,31057,253475,0.5965,10.800000000000182,0.4472049689441069,0.008627679258227383
2015-12-24,TCS,EQ,2425.8,2421.0,2438.2,2404.0,2435.0,2434.25,2424.03,421580,102192401425000.0,21932,188670,0.4475,13.25,0.5472945064023131,0.003483386923901266
2015-12-28,TCS,EQ,2434.25,2428.0,2466.4,2420.2,2456.95,2462.7,2455.0,1852099,454689566400000.0,43390,1060100,0.5724,34.69999999999982,1.4291598023064174,0.011687378042518182
2015-12-29,TCS,EQ,2462.7,2458.35,2465.3,2445.75,2449.35,2455.8,2452.26,854262,209487508650000.0,26975,433986,0.508,-2.549999999999727,-0.10372811031788506,-0.0028018028992568
2015-12-30,TCS,EQ,2455.8,2453.05,2459.0,2412.3,2421.7,2418.3,2442.06,802881,196068199690000.0,49464,632180,0.7874,-34.75,-1.416603819734616,-0.015269973124847347
2015-12-31,TCS,EQ,2418.3,2415.75,2448.5,2407.5,2430.0,2436.85,2428.9,620159,150630258720000.0,42600,400391,0.6456000000000001,21.09999999999991,0.8734347511124871,0.007670677748831789
